Year,Month,Day,death,death_increase,fips,hospitalized,hospitalized_cumulative,hospitalized_currently,in_icu_currently,iso_country,iso_subdivision,last_update_et,load_time,negative,negative_increase,on_ventilator_currently,pending,pos_neg,positive,positive_increase,recovered,total_test_results,total_test_results_increase
2020,August,9,1223,8,47,5304,5304,1290,0,US,US-TN,2020-08-09 15:00:00,2025-02-02 00:04:46,0,0,0,0,122712,122712,2127,80997,1711319,27597
2020,August,9,1301,0,29,0,0,895,0,US,US-MO,2020-08-07 00:00:00,2025-02-02 00:04:46,695361,0,105,0,752740,57379,0,0,996617,0
2020,August,9,1688,16,53,5896,5896,531,0,US,US-WA,2020-08-08 02:59:00,2025-02-02 00:04:46,0,0,60,0,65229,65229,674,0,1202997,4990
2020,August,9,1698,9,27,5555,5555,312,148,US,US-MN,2020-08-08 17:00:00,2025-02-02 00:04:46,874075,12779,0,0,934973,60898,797,53568,1159139,20544
2020,August,9,1768,33,1,11537,11537,1449,0,US,US-AL,2020-08-09 11:00:00,2025-02-02 00:04:46,661117,10002,0,0,762451,101334,2947,37923,758852,12910
2020,August,9,1858,1,8,6616,6616,319,0,US,US-CO,2020-08-09 01:59:00,2025-02-02 00:04:46,541180,5624,0,0,591840,50660,336,0,801739,10717
2020,August,9,1896,22,28,4606,4606,1151,334,US,US-MS,2020-08-07 19:00:00,2025-02-02 00:04:46,426944,0,198,0,494117,67173,527,42391,494117,527
2020,August,9,2031,24,45,6153,6153,1378,365,US,US-SC,2020-08-08 23:59:00,2025-02-02 00:04:46,685549,6934,219,0,785984,100435,975,37798,785984,7909
2020,August,9,2168,8,37,0,0,1109,315,US,US-NC,2020-08-09 11:55:00,2025-02-02 00:04:46,0,0,0,0,136218,136218,1452,0,1751321,21031
2020,August,9,2326,4,51,8369,8369,1200,260,US,US-VA,2020-08-08 17:00:00,2025-02-02 00:04:46,0,0,146,344,100086,100086,897,0,1240339,21174
2020,August,9,3041,5,18,9354,9354,960,289,US,US-IN,2020-08-08 23:59:00,2025-02-02 00:04:46,766797,11618,78,0,841125,74328,1041,0,1131749,7788
2020,August,9,3585,8,24,13177,13177,525,128,US,US-MD,2020-08-09 10:00:00,2025-02-02 00:04:46,943842,18900,0,0,1039345,95503,922,5910,1433396,40672
2020,August,9,3669,1,39,11565,11565,952,365,US,US-OH,2020-08-09 14:00:00,2025-02-02 00:04:46,0,0,193,0,100848,100848,879,78435,1737058,27618
2020,August,9,4150,13,4,19268,19268,1626,514,US,US-AZ,2020-08-09 00:00:00,2025-02-02 00:04:46,835640,5226,374,0,1022563,186923,816,0,1452522,9320
2020,August,9,4199,13,13,20628,20628,2865,0,US,US-GA,2020-08-09 14:50:00,2025-02-02 00:04:46,0,0,0,0,216596,216596,3169,0,1847577,32143
2020,August,9,4263,56,22,0,0,1383,0,US,US-LA,2020-08-09 00:00:00,2025-02-02 00:04:46,1409172,32916,210,0,1540571,131399,2653,89083,1540571,35569
2020,August,9,4441,0,9,10920,10920,65,0,US,US-CT,2020-08-06 20:30:00,2025-02-02 00:04:46,0,0,0,0,50320,50320,0,8721,955009,5309
2020,August,9,6519,-1,26,0,0,694,232,US,US-MI,2020-08-09 00:00:00,2025-02-02 00:04:46,0,0,132,0,96726,96726,535,63636,2127348,26500
2020,August,9,6519,-1,26,0,0,694,232,US,US-UM,2020-08-09 00:00:00,2025-02-02 00:04:46,0,0,132,0,96726,96726,535,63636,2127348,26500
2020,August,9,7314,1,42,0,0,600,0,US,US-PA,2020-08-09 00:00:00,2025-02-02 00:04:46,1228358,13393,103,0,1347210,118852,760,90930,1764364,20409
2020,August,9,7314,1,42,0,0,600,0,US,US-UM,2020-08-09 00:00:00,2025-02-02 00:04:46,1228358,13393,103,0,1347210,118852,760,90930,1764364,20409
2020,August,9,7845,5,17,0,0,1488,322,US,US-IL,2020-08-09 00:00:00,2025-02-02 00:04:46,0,0,114,0,195380,195380,1382,0,3073988,41354
2020,August,9,8315,77,12,30893,30893,6848,0,US,US-FL,2020-08-08 23:59:00,2025-02-02 00:04:46,3452857,33562,0,3353,3977963,525106,6139,0,5119253,71550
2020,August,9,8459,116,48,0,0,7437,2608,US,US-TX,2020-08-09 16:20:00,2025-02-02 00:04:46,0,0,0,0,486362,486362,4879,344845,4704040,21173
2020,August,9,8735,14,25,12054,12054,375,60,US,US-MA,2020-08-09 10:00:00,2025-02-02 00:04:46,1198899,16866,26,0,1319939,121040,329,99021,1763161,7683
2020,August,9,10293,104,6,0,0,6849,1891,US,US-CA,2020-08-09 00:00:00,2025-02-02 00:04:46,0,0,0,0,554160,554160,8373,0,8826119,118592
2020,August,9,15797,5,34,21992,21992,483,83,US,US-NJ,2020-08-09 00:00:00,2025-02-02 00:04:46,2117079,48716,31,0,2304451,187372,366,0,2304451,49082
2020,August,9,25202,7,36,0,0,548,131,US,US-NY,2020-08-08 23:59:00,2025-02-02 00:04:46,0,0,66,0,420860,420860,515,0,6509644,65812
2020,September,9,0,0,60,0,0,0,0,US,US-AS,2020-09-01 00:00:00,2025-02-02 00:04:46,1571,0,0,0,1571,0,0,0,1571,0
2020,September,9,2,0,69,4,4,0,0,US,US-MP,2020-09-01 00:00:00,2025-02-02 00:04:46,13486,0,0,0,13545,59,0,29,13545,0
2020,September,9,18,0,78,0,0,0,0,US,US-VI,2020-09-08 06:03:00,2025-02-02 00:04:46,16253,0,0,15,17444,1191,0,1070,17444,0
2020,September,9,21,2,66,0,0,57,13,US,US-GU,2020-09-09 06:45:00,2025-02-02 00:04:46,40337,638,0,0,42095,1758,45,1042,42095,683
2020,September,9,42,0,2,268,268,40,0,US,US-AK,2020-09-09 03:59:00,2025-02-02 00:04:46,0,0,10,0,5908,5908,65,2340,391937,281
2020,September,9,42,0,56,221,221,12,0,US,US-WY,2020-09-09 17:46:00,2025-02-02 00:04:46,80684,3318,0,0,84835,4151,48,3484,133372,2107
2020,September,9,58,0,50,0,0,5,0,US,US-VT,2020-09-08 23:59:00,2025-02-02 00:04:46,143816,379,0,0,145473,1657,5,1468,212900,1400
2020,September,9,88,2,15,599,599,257,47,US,US-HI,2020-09-08 18:00:00,2025-02-02 00:04:46,227761,708,29,0,237917,10156,197,3063,310873,1244
2020,September,9,88,2,15,599,599,257,47,US,US-UM,2020-09-08 18:00:00,2025-02-02 00:04:46,227761,708,29,0,237917,10156,197,3063,310873,1244
2020,September,9,122,3,30,509,509,163,0,US,US-MT,2020-09-09 01:59:00,2025-02-02 00:04:46,0,0,0,0,8468,8468,87,6318,271150,2370
2020,September,9,134,0,23,429,429,9,7,US,US-ME,2020-09-08 23:59:00,2025-02-02 00:04:46,0,0,3,0,4734,4734,21,4135,302352,6775
2020,September,9,160,0,38,611,611,53,18,US,US-ND,2020-09-09 01:59:00,2025-02-02 00:04:46,198849,592,0,0,212927,14078,236,11733,494769,3027
2020,September,9,173,0,46,1109,1109,76,0,US,US-SD,2020-09-08 14:00:00,2025-02-02 00:04:46,142318,1035,0,0,157889,15571,168,12964,210668,1559
2020,September,9,254,4,54,0,0,147,55,US,US-WV,2020-09-08 23:59:00,2025-02-02 00:04:46,0,0,27,0,11808,11808,147,8748,456345,1439
2020,September,9,389,4,16,1502,1502,114,35,US,US-ID,2020-09-08 19:00:00,2025-02-02 00:04:46,236553,1056,0,0,270534,33981,240,16956,267996,1254
2020,September,9,406,2,31,2089,2089,179,0,US,US-NE,2020-09-08 20:15:00,2025-02-02 00:04:46,348872,6547,0,0,385349,36477,502,28051,511721,11552
2020,September,9,427,3,49,3263,3263,137,45,US,US-UT,2020-09-09 10:50:00,2025-02-02 00:04:46,638636,2636,0,0,694309,55673,314,47084,873687,4213
2020,September,9,433,0,33,719,719,9,0,US,US-NH,2020-09-08 09:00:00,2025-02-02 00:04:46,216915,1446,0,0,224432,7517,23,6842,356180,0
2020,September,9,486,4,41,2206,2206,153,44,US,US-OR,2020-09-08 03:01:00,2025-02-02 00:04:46,563144,3168,21,0,591499,28355,165,5252,919413,5348
2020,September,9,495,10,20,2470,2470,319,92,US,US-KS,2020-09-09 10:00:00,2025-02-02 00:04:46,394004,4232,41,0,441414,47410,496,0,441414,4728
2020,September,9,500,18,72,0,0,400,71,US,US-PR,2020-09-09 00:00:00,2025-02-02 00:04:46,305972,0,56,0,322761,16789,1,0,322761,1
2020,September,9,609,0,10,0,0,53,12,US,US-DE,2020-09-07 18:00:00,2025-02-02 00:04:46,235662,0,0,0,253970,18308,0,9920,371126,2572
2020,September,9,615,4,11,0,0,93,21,US,US-DC,2020-09-08 00:00:00,2025-02-02 00:04:46,0,0,11,0,14387,14387,25,11452,317660,1062
2020,September,9,813,6,35,3219,3219,77,0,US,US-NM,2020-09-09 17:50:00,2025-02-02 00:04:46,0,0,0,0,26268,26268,87,13928,803101,3428
2020,September,9,863,9,40,5253,5253,462,202,US,US-OK,2020-09-09 00:00:00,2025-02-02 00:04:46,887607,27521,0,2641,953536,65929,876,55405,953536,28397
2020,September,9,928,11,5,4574,4574,411,0,US,US-AR,2020-09-09 14:50:00,2025-02-02 00:04:46,716973,0,82,0,784228,67255,498,59920,782994,0
2020,September,9,1013,16,21,4777,4777,558,153,US,US-KY,2020-09-09 00:00:00,2025-02-02 00:04:46,0,0,0,0,53977,53977,658,10725,872912,7440
2020,September,9,1062,3,44,2604,2604,82,4,US,US-RI,2020-09-09 12:00:00,2025-02-02 00:04:46,276338,7491,3,0,299014,22676,84,0,598317,15705
2020,September,9,1191,15,55,6173,6173,302,86,US,US-UM,2020-09-09 00:00:00,2025-02-02 00:04:46,1238173,8014,0,66,1326763,88590,913,73964,1874616,9740
2020,September,9,1191,15,55,6173,6173,302,86,US,US-WI,2020-09-09 00:00:00,2025-02-02 00:04:46,1238173,8014,0,66,1326763,88590,913,73964,1874616,9740
2020,September,9,1194,14,19,0,0,322,83,US,US-IA,2020-09-09 00:00:00,2025-02-02 00:04:46,592072,2234,37,0,661575,69503,364,51014,661575,2598
2020,September,9,1412,19,32,0,0,552,164,US,US-NV,2020-09-09 02:59:00,2025-02-02 00:04:46,552616,668,110,0,624874,72258,154,0,891310,10917
2020,September,9,1673,12,29,0,0,934,0,US,US-MO,2020-09-09 00:00:00,2025-02-02 00:04:46,974434,8317,113,0,1070909,96475,1362,0,1399957,12678
2020,September,9,1921,7,27,6792,6792,263,137,US,US-MN,2020-09-08 17:00:00,2025-02-02 00:04:46,1122325,2063,0,0,1204193,81868,260,75055,1621174,4436
2020,September,9,1931,35,47,7444,7444,1056,328,US,US-TN,2020-09-09 15:00:00,2025-02-02 00:04:46,0,0,145,0,166587,166587,833,149698,2362943,16362
2020,September,9,1977,4,8,7173,7173,226,0,US,US-CO,2020-09-09 01:59:00,2025-02-02 00:04:46,700432,2865,0,0,760352,59920,246,0,1079276,5297
2020,September,9,1978,25,53,6966,6966,358,0,US,US-WA,2020-09-09 02:59:00,2025-02-02 00:04:46,0,0,34,0,80035,80035,219,0,1583903,20850
2020,September,9,2285,8,1,15339,15339,857,0,US,US-AL,2020-09-09 11:00:00,2025-02-02 00:04:46,863982,5193,0,0,998399,134417,811,54223,986562,5894
2020,September,9,2623,38,28,5410,5410,698,185,US,US-MS,2020-09-08 00:00:00,2025-02-02 00:04:46,521833,2751,111,0,609638,87805,426,74098,609638,3177
2020,September,9,2697,11,51,10008,10008,1072,252,US,US-VA,2020-09-08 17:00:00,2025-02-02 00:04:46,0,0,121,272,129289,129289,882,0,1694203,10155
2020,September,9,2942,30,45,8236,8236,801,224,US,US-SC,2020-09-08 23:59:00,2025-02-02 00:04:46,891106,2863,133,0,1017319,126213,305,51431,1017319,3168
2020,September,9,2958,49,37,0,0,916,296,US,US-NC,2020-09-09 11:40:00,2025-02-02 00:04:46,0,0,0,0,179532,179532,897,0,2480727,10621
2020,September,9,3397,17,18,11528,11528,763,229,US,US-IN,2020-09-08 23:59:00,2025-02-02 00:04:46,1056533,6450,70,0,1158018,101485,705,0,1691283,31600
2020,September,9,3816,9,24,14672,14672,370,95,US,US-MD,2020-09-09 10:00:00,2025-02-02 00:04:46,1301947,4588,0,0,1415522,113575,336,7157,2109473,9911
2020,September,9,4324,26,39,14083,14083,700,230,US,US-OH,2020-09-09 14:00:00,2025-02-02 00:04:46,0,0,141,0,132965,132965,973,111201,2525135,17940
2020,September,9,4474,0,9,11275,11275,57,0,US,US-CT,2020-09-08 20:30:00,2025-02-02 00:04:46,0,0,0,0,53871,53871,89,9049,1419928,27839
2020,September,9,5140,22,22,0,0,782,0,US,US-LA,2020-09-09 13:00:00,2025-02-02 00:04:46,1844072,30047,123,0,1999962,155890,1561,140440,1999962,31608
2020,September,9,5251,30,4,21593,21593,658,203,US,US-AZ,2020-09-09 00:00:00,2025-02-02 00:04:46,1062656,2102,111,0,1269197,206541,496,0,1876469,18766
2020,September,9,6128,58,13,25845,25845,2099,0,US,US-GA,2020-09-09 14:50:00,2025-02-02 00:04:46,0,0,0,0,287287,287287,1937,0,2527779,15953
2020,September,9,6887,76,26,0,0,616,158,US,US-MI,2020-09-09 00:00:00,2025-02-02 00:04:46,0,0,70,0,119863,119863,961,80678,3036493,23137
2020,September,9,6887,76,26,0,0,616,158,US,US-UM,2020-09-09 00:00:00,2025-02-02 00:04:46,0,0,70,0,119863,119863,961,80678,3036493,23137
2020,September,9,7805,14,42,0,0,492,0,US,US-PA,2020-09-09 12:00:00,2025-02-02 00:04:46,1625640,10923,60,0,1766930,141290,931,115857,2480503,22668
2020,September,9,7805,14,42,0,0,492,0,US,US-UM,2020-09-09 12:00:00,2025-02-02 00:04:46,1625640,10923,60,0,1766930,141290,931,115857,2480503,22668
2020,September,9,8433,28,17,0,0,1580,357,US,US-IL,2020-09-09 00:00:00,2025-02-02 00:04:46,0,0,133,0,255618,255618,1337,0,4526739,48029
2020,September,9,9146,5,25,12387,12387,338,49,US,US-MA,2020-09-09 08:00:00,2025-02-02 00:04:46,1766927,11168,21,0,1890070,123143,181,107501,2798585,40201
2020,September,9,12269,202,12,40985,40985,3077,0,US,US-FL,2020-09-08 23:59:00,2025-02-02 00:04:46,4179100,12319,0,3557,4823881,644781,2006,0,6865939,38874
2020,September,9,13692,139,48,0,0,3604,1347,US,US-TX,2020-09-09 17:35:00,2025-02-02 00:04:46,0,0,0,0,645791,645791,4000,558894,5779029,42448
2020,September,9,13841,83,6,0,0,4425,1233,US,US-CA,2020-09-09 02:59:00,2025-02-02 00:04:46,0,0,0,0,739527,739527,1616,0,12343797,75849
2020,September,9,16003,8,34,22854,22854,423,63,US,US-NJ,2020-09-09 00:00:00,2025-02-02 00:04:46,2896159,20080,31,0,3095000,198841,391,0,3095000,20471
2020,September,9,25370,3,36,0,0,463,121,US,US-NY,2020-09-08 23:59:00,2025-02-02 00:04:46,0,0,59,0,441154,441154,576,0,8976165,63230
2020,October,9,0,0,60,0,0,0,0,US,US-AS,2020-10-01 00:00:00,2025-02-02 00:04:46,1616,0,0,0,1616,0,0,0,1616,0
2020,October,9,2,0,69,4,4,0,0,US,US-MP,2020-10-08 00:00:00,2025-02-02 00:04:46,15121,0,0,0,15196,75,0,29,15196,0
2020,October,9,20,0,78,0,0,0,0,US,US-VI,2020-10-08 21:11:00,2025-02-02 00:04:46,20434,68,0,34,21758,1324,2,1286,21758,70
2020,October,9,54,0,56,317,317,54,0,US,US-WY,2020-10-09 16:44:00,2025-02-02 00:04:46,103176,1326,0,0,110511,7335,243,5732,209041,3017
2020,October,9,58,0,50,0,0,0,0,US,US-VT,2020-10-08 23:59:00,2025-02-02 00:04:46,167110,968,0,0,168961,1851,8,1646,314858,1873
2020,October,9,58,0,66,0,0,55,14,US,US-GU,2020-10-09 02:35:00,2025-02-02 00:04:46,51506,369,0,0,54495,2989,55,2072,54495,424
2020,October,9,60,0,2,339,339,51,0,US,US-AK,2020-10-09 03:59:00,2025-02-02 00:04:46,0,0,6,0,9232,9232,187,5734,493070,1899
2020,October,9,143,1,23,460,460,7,5,US,US-ME,2020-10-08 23:59:00,2025-02-02 00:04:46,0,0,0,0,5666,5666,27,4933,480498,8103
2020,October,9,164,1,15,900,900,111,32,US,US-HI,2020-10-08 18:00:00,2025-02-02 00:04:46,0,0,18,0,13333,13333,101,10604,443992,3903
2020,October,9,164,1,15,900,900,111,32,US,US-UM,2020-10-08 18:00:00,2025-02-02 00:04:46,0,0,18,0,13333,13333,101,10604,443992,3903
2020,October,9,206,9,30,868,868,266,0,US,US-MT,2020-10-09 01:59:00,2025-02-02 00:04:46,0,0,0,0,17399,17399,722,10863,386746,5081
2020,October,9,277,5,46,1782,1782,267,0,US,US-SD,2020-10-08 14:00:00,2025-02-02 00:04:46,186938,2088,0,0,214153,27215,804,21750,307125,4622
2020,October,9,325,11,38,1037,1037,202,39,US,US-ND,2020-10-09 01:59:00,2025-02-02 00:04:46,229156,1133,0,0,255121,25965,644,21755,670039,8833
2020,October,9,376,6,54,0,0,164,57,US,US-WV,2020-10-08 23:59:00,2025-02-02 00:04:46,0,0,25,0,17707,17707,382,12896,612348,7956
2020,October,9,450,1,33,748,748,13,0,US,US-NH,2020-10-09 09:00:00,2025-02-02 00:04:46,281357,2358,0,0,290327,8970,92,7935,487369,5251
2020,October,9,503,3,16,1997,1997,191,41,US,US-ID,2020-10-08 19:00:00,2025-02-02 00:04:46,285049,1941,0,0,331475,46426,673,23678,326789,2461
2020,October,9,505,4,49,4220,4220,261,86,US,US-UT,2020-10-09 10:17:00,2025-02-02 00:04:46,796879,7046,0,0,880169,83290,1343,61326,1155601,13277
2020,October,9,514,7,31,2481,2481,293,0,US,US-NE,2020-10-08 23:00:00,2025-02-02 00:04:46,444408,3674,0,0,494467,50059,663,35456,696252,8563
2020,October,9,594,11,41,2727,2727,197,39,US,US-OR,2020-10-08 03:01:00,2025-02-02 00:04:46,688262,5328,14,0,724378,36116,482,0,1163149,11642
2020,October,9,634,0,11,0,0,99,27,US,US-DC,2020-10-08 00:00:00,2025-02-02 00:04:46,0,0,13,0,15843,15843,78,12456,422225,5409
2020,October,9,651,0,10,0,0,104,21,US,US-DE,2020-10-08 18:00:00,2025-02-02 00:04:46,282540,2720,0,0,304367,21827,145,11236,460504,3449
2020,October,9,720,5,72,0,0,354,55,US,US-PR,2020-10-09 00:00:00,2025-02-02 00:04:46,305972,0,29,0,332298,26326,316,23603,332298,316
2020,October,9,763,40,20,3185,3185,469,119,US,US-KS,2020-10-09 10:00:00,2025-02-02 00:04:46,494382,8936,34,0,560189,65807,1855,0,560189,10791
2020,October,9,902,3,35,3678,3678,133,0,US,US-NM,2020-10-09 17:50:00,2025-02-02 00:04:46,0,0,0,0,32241,32241,485,18335,980053,6108
2020,October,9,1091,6,40,7124,7124,749,265,US,US-OK,2020-10-09 00:00:00,2025-02-02 00:04:46,1224883,15577,0,8256,1321971,97088,1524,82482,1321971,17101
2020,October,9,1130,3,44,2902,2902,112,10,US,US-RI,2020-10-09 12:00:00,2025-02-02 00:04:46,341767,3498,6,0,368061,26294,249,0,864638,5209
2020,October,9,1242,8,21,6033,6033,679,172,US,US-KY,2020-10-09 00:00:00,2025-02-02 00:04:46,0,0,0,0,78456,78456,1001,13417,1525264,24651
2020,October,9,1437,16,19,0,0,461,104,US,US-IA,2020-10-09 00:00:00,2025-02-02 00:04:46,715614,4722,38,0,808801,93187,1042,75113,808801,5764
2020,October,9,1451,16,55,8199,8199,876,229,US,US-UM,2020-10-09 00:00:00,2025-02-02 00:04:46,1518662,11834,0,300,1671293,152631,3164,115826,2603653,34811
2020,October,9,1451,16,55,8199,8199,876,229,US,US-WI,2020-10-09 00:00:00,2025-02-02 00:04:46,1518662,11834,0,300,1671293,152631,3164,115826,2603653,34811
2020,October,9,1503,0,5,5805,5805,546,237,US,US-AR,2020-10-08 00:00:00,2025-02-02 00:04:46,1025546,0,102,0,1115691,90145,0,81563,1111526,0
2020,October,9,1657,8,32,0,0,502,127,US,US-NV,2020-10-09 02:59:00,2025-02-02 00:04:46,645641,5270,63,0,730234,84593,766,0,1092036,9314
2020,October,9,2103,8,8,7855,7855,380,0,US,US-CO,2020-10-09 01:59:00,2025-02-02 00:04:46,924468,10031,0,0,1001087,76619,834,0,1518454,22256
2020,October,9,2174,14,27,8251,8251,471,133,US,US-MN,2020-10-08 17:00:00,2025-02-02 00:04:46,1434230,15593,0,0,1543542,109312,1390,97715,2256165,31971
2020,October,9,2183,6,53,7733,7733,357,72,US,US-WA,2020-10-08 02:59:00,2025-02-02 00:04:46,0,0,29,0,95205,95205,723,0,2016471,28994
2020,October,9,2395,136,29,0,0,1303,0,US,US-MO,2020-10-09 00:59:00,2025-02-02 00:04:46,1260455,10472,0,0,1399619,139164,2008,0,2000979,21589
2020,October,9,2653,16,1,17989,17989,816,0,US,US-AL,2020-10-09 11:00:00,2025-02-02 00:04:46,1052552,10506,0,0,1216017,163465,1490,71240,1196452,11742
2020,October,9,2732,27,47,9133,9133,1186,315,US,US-TN,2020-10-09 15:00:00,2025-02-02 00:04:46,0,0,153,0,211003,211003,1556,191651,3107299,26790
2020,October,9,3080,6,28,6053,6053,627,130,US,US-MS,2020-10-08 00:00:00,2025-02-02 00:04:46,704655,0,64,0,808336,103681,862,90577,808336,862
2020,October,9,3344,16,51,11447,11447,963,205,US,US-VA,2020-10-08 17:00:00,2025-02-02 00:04:46,0,0,87,312,156649,156649,1114,0,2219510,29718
2020,October,9,3530,16,45,9519,9519,748,193,US,US-SC,2020-10-08 23:59:00,2025-02-02 00:04:46,1296892,21008,99,0,1452568,155676,921,77102,1452568,21929
2020,October,9,3747,25,37,0,0,1065,299,US,US-NC,2020-10-09 12:15:00,2025-02-02 00:04:46,0,0,0,0,227431,227431,2034,0,3300638,40012
2020,October,9,3761,19,18,13648,13648,1187,357,US,US-IN,2020-10-08 23:59:00,2025-02-02 00:04:46,1331943,10229,116,0,1463436,131493,1816,0,2353729,30473
2020,October,9,3990,11,24,15956,15956,391,96,US,US-MD,2020-10-09 10:00:00,2025-02-02 00:04:46,1577208,10334,0,0,1707367,130159,734,7704,2829423,27120
2020,October,9,4530,3,9,11845,11845,134,0,US,US-CT,2020-10-08 20:30:00,2025-02-02 00:04:46,0,0,0,0,60038,60038,290,9522,2041351,27565
2020,October,9,4994,11,39,16301,16301,849,240,US,US-OH,2020-10-09 14:00:00,2025-02-02 00:04:46,0,0,118,0,166102,166102,1840,141642,3534585,45553
2020,October,9,5635,26,22,0,0,582,0,US,US-LA,2020-10-09 13:00:00,2025-02-02 00:04:46,2276681,9615,78,0,2450087,173406,257,157873,2450087,9872
2020,October,9,5746,3,4,20199,20199,706,155,US,US-AZ,2020-10-09 00:00:00,2025-02-02 00:04:46,1324198,11699,70,0,1548282,224084,683,0,2365848,21118
2020,October,9,7200,7,26,0,0,862,220,US,US-MI,2020-10-09 00:00:00,2025-02-02 00:04:46,0,0,85,0,147816,147816,1323,99521,4001264,43498
2020,October,9,7200,7,26,0,0,862,220,US,US-UM,2020-10-09 00:00:00,2025-02-02 00:04:46,0,0,85,0,147816,147816,1323,99521,4001264,43498
2020,October,9,7348,54,13,29510,29510,1717,0,US,US-GA,2020-10-09 14:50:00,2025-02-02 00:04:46,0,0,0,0,329032,329032,1625,0,3112619,29498
2020,October,9,8308,9,42,0,0,734,0,US,US-PA,2020-10-09 12:00:00,2025-02-02 00:04:46,1999765,14662,92,0,2169073,169308,1380,137139,3336637,40270
2020,October,9,8308,9,42,0,0,734,0,US,US-UM,2020-10-09 12:00:00,2025-02-02 00:04:46,1999765,14662,92,0,2169073,169308,1380,137139,3336637,40270
2020,October,9,9191,32,17,0,0,1812,395,US,US-IL,2020-10-09 00:00:00,2025-02-02 00:04:46,0,0,153,0,316556,316556,3117,0,6177379,71599
2020,October,9,9577,12,25,12846,12846,500,88,US,US-MA,2020-10-09 08:00:00,2025-02-02 00:04:46,2245381,18833,28,0,2383082,137701,765,116364,4601434,59918
2020,October,9,15372,118,12,46201,46201,2143,0,US,US-FL,2020-10-08 23:59:00,2025-02-02 00:04:46,4789241,25496,0,4176,5509242,720001,2853,0,8552582,69642
2020,October,9,16164,4,34,23821,23821,666,150,US,US-NJ,2020-10-09 00:00:00,2025-02-02 00:04:46,3666975,35456,53,0,3885047,218072,983,0,3885047,36439
2020,October,9,16428,67,6,0,0,3186,742,US,US-CA,2020-10-09 02:59:00,2025-02-02 00:04:46,0,0,0,0,838606,838606,3806,0,15736497,112874
2020,October,9,16432,98,48,0,0,3593,1138,US,US-TX,2020-10-09 17:30:00,2025-02-02 00:04:46,0,0,0,0,785830,785830,4036,698481,7075406,65212
2020,October,9,25561,6,36,0,0,779,168,US,US-NY,2020-10-08 23:59:00,2025-02-02 00:04:46,0,0,78,0,471696,471696,1592,0,11786740,139300
2020,November,9,0,0,60,0,0,0,0,US,US-AS,2020-11-01 00:00:00,2025-02-02 00:04:46,1768,0,0,0,1768,0,0,0,1768,0
2020,November,9,2,0,69,4,4,0,0,US,US-MP,2020-11-09 00:00:00,2025-02-02 00:04:46,15993,0,0,0,16093,100,2,29,16093,2
2020,November,9,23,0,78,0,0,0,0,US,US-VI,2020-11-08 01:25:00,2025-02-02 00:04:46,24012,0,0,34,25417,1405,0,1345,25417,0
2020,November,9,59,0,50,0,0,11,4,US,US-VT,2020-11-08 23:59:00,2025-02-02 00:04:46,191377,409,0,0,193838,2461,25,1931,446327,7499
2020,November,9,84,0,2,514,514,119,0,US,US-AK,2020-11-09 03:59:00,2025-02-02 00:04:46,0,0,9,0,19196,19196,464,7161,767997,-12177
2020,November,9,90,1,66,0,0,75,18,US,US-GU,2020-11-08 19:15:00,2025-02-02 00:04:46,67481,718,13,0,72954,5473,240,3654,72954,958
2020,November,9,114,0,56,520,520,172,0,US,US-WY,2020-11-09 15:45:00,2025-02-02 00:04:46,127148,3379,0,0,145158,18010,700,10699,322812,7958
2020,November,9,153,1,23,532,532,49,14,US,US-ME,2020-11-08 23:59:00,2025-02-02 00:04:46,0,0,5,0,7888,7888,195,6036,684496,4132
2020,November,9,221,1,15,1161,1161,75,13,US,US-HI,2020-11-08 21:00:00,2025-02-02 00:04:46,0,0,8,0,16179,16179,128,0,566994,4724
2020,November,9,221,1,15,1161,1161,75,13,US,US-UM,2020-11-08 21:00:00,2025-02-02 00:04:46,0,0,8,0,16179,16179,128,0,566994,4724
2020,November,9,457,1,30,1492,1492,470,0,US,US-MT,2020-11-09 01:59:00,2025-02-02 00:04:46,0,0,0,0,40053,40053,374,23825,540913,14322
2020,November,9,489,0,33,794,794,56,0,US,US-NH,2020-11-09 09:00:00,2025-02-02 00:04:46,352111,561,0,0,364810,12699,211,10153,665787,2707
2020,November,9,530,28,54,0,0,290,85,US,US-WV,2020-11-08 23:59:00,2025-02-02 00:04:46,0,0,30,0,28805,28805,401,21301,851689,7447
2020,November,9,537,1,46,3227,3227,566,0,US,US-SD,2020-11-08 14:00:00,2025-02-02 00:04:46,222492,861,0,0,278803,56311,907,39508,428691,4495
2020,November,9,649,5,38,1906,1906,383,48,US,US-ND,2020-11-09 01:59:00,2025-02-02 00:04:46,255540,347,0,0,311537,55997,1153,43949,907372,6924
2020,November,9,655,1,11,0,0,104,29,US,US-DC,2020-11-08 00:00:00,2025-02-02 00:04:46,0,0,17,0,18087,18087,86,13919,558814,3365
2020,November,9,661,2,49,6162,6162,460,185,US,US-UT,2020-11-09 10:31:00,2025-02-02 00:04:46,990535,6424,0,0,1125403,134868,2247,94929,1505580,12787
2020,November,9,686,3,16,2889,2889,320,90,US,US-ID,2020-11-08 19:00:00,2025-02-02 00:04:46,345543,2134,0,0,418504,72961,649,32702,408308,2739
2020,November,9,703,0,31,3289,3289,794,0,US,US-NE,2020-11-08 21:45:00,2025-02-02 00:04:46,546168,2276,0,0,630137,83969,1574,48689,1039698,7423
