Year,Month,Day,death,death_increase,fips,hospitalized,hospitalized_cumulative,hospitalized_currently,in_icu_currently,iso_country,iso_subdivision,last_update_et,load_time,negative,negative_increase,on_ventilator_currently,pending,pos_neg,positive,positive_increase,recovered,total_test_results,total_test_results_increase
2021,March,1,5952,1,8,23550,23550,427,0,US,US-CO,2021-03-01 01:59:00,2025-02-02 00:04:46,2175502,2874,0,0,2605341,429839,1536,0,6229855,13654
2021,March,1,6486,3,27,25727,25727,230,47,US,US-MN,2021-02-28 17:00:00,2025-02-02 00:04:46,3015197,6494,0,0,3500427,485230,636,471647,6934737,18160
2021,March,1,6681,0,28,9012,9012,455,111,US,US-MS,2021-02-28 00:00:00,2025-02-02 00:04:46,1459374,23188,65,0,1754368,294994,199,273437,1754368,23387
2021,March,1,7014,0,55,26158,26158,287,73,US,US-UM,2021-03-01 00:00:00,2025-02-02 00:04:46,2629622,2826,0,44,3247322,617700,333,550280,6921918,15040
2021,March,1,7014,0,55,26158,26158,287,73,US,US-WI,2021-03-01 00:00:00,2025-02-02 00:04:46,2629622,2826,0,44,3247322,617700,333,550280,6921918,15040
2021,March,1,7651,29,9,0,0,417,0,US,US-CT,2021-02-28 23:59:00,2025-02-02 00:04:46,0,0,0,0,282626,282626,2680,0,6403426,104149
2021,March,1,7879,10,24,35069,35069,904,235,US,US-MD,2021-03-01 10:00:00,2025-02-02 00:04:46,3003717,4132,0,0,3386419,382702,603,9669,7906291,19263
2021,March,1,7919,0,29,0,0,1066,212,US,US-MO,2021-03-01 00:59:00,2025-02-02 00:04:46,1859688,2242,125,0,2338104,478416,192,0,4490001,7708
2021,March,1,8562,32,45,20406,20406,725,194,US,US-SC,2021-02-27 23:59:00,2025-02-02 00:04:46,4535334,24419,88,0,5053310,517976,1153,230793,5053310,25572
2021,March,1,8783,231,51,24158,24158,1321,295,US,US-VA,2021-02-28 17:00:00,2025-02-02 00:04:46,0,0,196,188,577174,577174,1124,0,5915914,13192
2021,March,1,9628,20,22,0,0,629,0,US,US-LA,2021-03-01 13:00:00,2025-02-02 00:04:46,5155000,7933,91,0,5585504,430504,404,408463,5585504,8337
2021,March,1,9931,2,1,45648,45648,651,0,US,US-AL,2021-03-01 11:00:00,2025-02-02 00:04:46,1905141,1450,0,0,2398910,493769,517,285130,2292074,1858
2021,March,1,11254,42,37,0,0,1319,333,US,US-NC,2021-03-01 13:10:00,2025-02-02 00:04:46,0,0,0,0,862170,862170,3622,0,9525274,25289
2021,March,1,11421,10,47,18620,18620,1009,257,US,US-TN,2021-03-01 15:00:00,2025-02-02 00:04:46,0,0,127,0,775693,775693,689,750755,6789970,9109
2021,March,1,12595,22,18,42815,42815,763,124,US,US-IN,2021-02-28 23:59:00,2025-02-02 00:04:46,2457982,2454,66,0,3120195,662213,540,0,8035726,14296
2021,March,1,15979,-1,4,57589,57589,1241,382,US,US-AZ,2021-03-01 00:00:00,2025-02-02 00:04:46,3002212,5381,196,0,3820033,817821,1039,0,7682489,19066
2021,March,1,16144,26,25,19444,19444,788,184,US,US-MA,2021-02-28 23:59:00,2025-02-02 00:04:46,4355357,6818,119,0,4937900,582543,1395,494740,16261930,53839
2021,March,1,16519,11,26,0,0,893,226,US,US-MI,2021-03-01 00:00:00,2025-02-02 00:04:46,0,0,103,0,647415,647415,1865,541258,10436278,48387
2021,March,1,16519,11,26,0,0,893,226,US,US-UM,2021-03-01 00:00:00,2025-02-02 00:04:46,0,0,103,0,647415,647415,1865,541258,10436278,48387
2021,March,1,17346,49,39,50382,50382,1181,295,US,US-OH,2021-03-01 14:00:00,2025-02-02 00:04:46,0,0,224,0,968847,968847,1425,911474,10056602,26079
2021,March,1,17376,81,13,56089,56089,2348,0,US,US-GA,2021-03-01 14:50:00,2025-02-02 00:04:46,0,0,0,0,1008660,1008660,2139,0,7215169,13195
2021,March,1,22759,24,17,0,0,1288,308,US,US-IL,2021-03-01 00:00:00,2025-02-02 00:04:46,0,0,148,0,1187839,1187839,1143,0,18178487,42234
2021,March,1,23273,21,34,63777,63777,1865,387,US,US-NJ,2021-03-01 00:00:00,2025-02-02 00:04:46,9868082,0,226,0,10660578,792496,3140,0,10660578,3140
2021,March,1,24026,5,42,0,0,1715,366,US,US-PA,2021-03-01 12:00:00,2025-02-02 00:04:46,3889842,5256,203,0,4823112,933270,1628,849275,10443158,64369
2021,March,1,24026,5,42,0,0,1715,366,US,US-UM,2021-03-01 12:00:00,2025-02-02 00:04:46,3889842,5256,203,0,4823112,933270,1628,849275,10443158,64369
2021,March,1,31556,150,12,80659,80659,3686,0,US,US-FL,2021-02-28 23:59:00,2025-02-02 00:04:46,9192789,7255,0,8441,11068607,1875818,1664,0,21784686,22888
2020,April,1,0,0,56,18,18,0,0,US,US-WY,2020-03-31 19:44:00,2025-02-02 00:04:46,2218,219,0,0,2348,130,21,31,3238,316
2020,April,1,0,0,60,0,0,0,0,US,US-AS,2020-03-30 23:00:00,2025-02-02 00:04:46,3,0,0,2,3,0,0,0,3,0
2020,April,1,0,0,78,0,0,0,0,US,US-VI,2020-03-31 17:00:00,2025-02-02 00:04:46,126,0,0,24,156,30,0,21,156,0
2020,April,1,1,0,54,0,0,0,0,US,US-WV,2020-04-01 13:11:00,2025-02-02 00:04:46,0,0,0,0,191,191,29,0,3950,410
2020,April,1,1,0,69,0,0,0,0,US,US-MP,2020-03-31 21:50:00,2025-02-02 00:04:46,0,0,0,0,6,6,4,0,6,4
2020,April,1,1,1,15,13,13,0,0,US,US-HI,2020-03-31 18:00:00,2025-02-02 00:04:46,8721,250,0,0,8929,208,4,58,9318,488
2020,April,1,1,1,15,13,13,0,0,US,US-UM,2020-03-31 18:00:00,2025-02-02 00:04:46,8721,250,0,0,8929,208,4,58,9318,488
2020,April,1,2,1,46,12,12,0,0,US,US-SD,2020-04-01 12:30:00,2025-02-02 00:04:46,3903,294,0,0,4032,129,21,51,3968,245
2020,April,1,3,0,2,15,15,0,0,US,US-AK,2020-03-31 19:00:00,2025-02-02 00:04:46,0,0,0,0,141,141,13,0,4603,890
2020,April,1,3,0,38,23,23,0,0,US,US-ND,2020-04-01 12:00:00,2025-02-02 00:04:46,4351,220,0,0,4490,139,22,34,4640,565
2020,April,1,3,1,66,0,0,19,2,US,US-GU,2020-04-01 08:30:00,2025-02-02 00:04:46,406,35,0,0,483,77,8,9,483,43
2020,April,1,4,1,31,0,0,0,0,US,US-NE,2020-04-01 14:00:00,2025-02-02 00:04:46,3475,544,0,8,3685,210,38,0,3419,417
2020,April,1,4,1,33,58,58,0,0,US,US-NH,2020-04-01 09:00:00,2025-02-02 00:04:46,6078,415,0,126,6493,415,48,91,6689,449
2020,April,1,5,1,30,17,17,0,0,US,US-MT,2020-04-01 10:00:00,2025-02-02 00:04:46,0,0,0,0,208,208,24,0,4845,960
2020,April,1,6,1,35,0,0,31,0,US,US-NM,2020-04-01 00:00:00,2025-02-02 00:04:46,13648,723,0,0,13963,315,34,26,13240,713
2020,April,1,7,2,23,63,63,0,0,US,US-ME,2020-04-01 11:00:00,2025-02-02 00:04:46,0,0,0,0,344,344,41,80,9203,560
2020,April,1,7,2,49,91,91,0,0,US,US-UT,2020-04-01 15:00:00,2025-02-02 00:04:46,23229,2703,0,0,24241,1012,125,0,24843,2913
2020,April,1,9,2,16,46,46,49,0,US,US-ID,2020-03-31 19:00:00,2025-02-02 00:04:46,6076,779,0,0,6600,524,110,0,6601,889
2020,April,1,9,2,19,99,99,63,0,US,US-IA,2020-04-01 14:40:00,2025-02-02 00:04:46,7304,416,0,0,7853,549,52,118,7853,468
2020,April,1,10,1,20,114,114,0,0,US,US-KS,2020-04-01 11:00:00,2025-02-02 00:04:46,5411,415,0,0,5893,482,54,0,5893,469
2020,April,1,10,2,5,90,90,56,0,US,US-AR,2020-04-01 13:26:00,2025-02-02 00:04:46,7354,1395,25,0,7938,584,61,42,7938,1456
2020,April,1,10,2,37,0,0,204,0,US,US-NC,2020-04-01 11:00:00,2025-02-02 00:04:46,0,0,0,0,1584,1584,86,0,27671,2787
2020,April,1,10,2,44,0,0,60,14,US,US-RI,2020-04-01 03:00:00,2025-02-02 00:04:46,4189,645,6,0,4857,668,100,0,4337,440
2020,April,1,11,2,11,0,0,0,0,US,US-DC,2020-03-31 21:24:00,2025-02-02 00:04:46,0,0,0,2,586,586,91,142,3848,91
2020,April,1,11,3,72,0,0,0,0,US,US-PR,2020-04-01 07:00:00,2025-02-02 00:04:46,1409,214,0,897,1695,286,47,0,1695,261
2020,April,1,13,1,10,0,0,51,0,US,US-DE,2020-04-01 12:30:00,2025-02-02 00:04:46,4015,319,0,0,4383,368,49,49,6058,590
2020,April,1,16,3,50,45,45,30,0,US,US-VT,2020-04-01 00:00:00,2025-02-02 00:04:46,4019,180,0,0,4339,320,27,15,4662,215
2020,April,1,17,5,27,122,122,54,27,US,US-MN,2020-04-01 12:00:00,2025-02-02 00:04:46,21880,945,0,0,22853,973,57,0,22853,1002
2020,April,1,17,6,21,0,0,0,0,US,US-KY,2020-03-31 17:00:00,2025-02-02 00:04:46,0,0,0,0,591,591,111,0,7556,746
2020,April,1,18,2,41,154,154,132,0,US,US-OR,2020-03-31 11:00:00,2025-02-02 00:04:46,13136,859,40,0,13826,690,84,0,3606,1064
2020,April,1,18,4,29,0,0,0,0,US,US-MO,2020-04-01 15:00:00,2025-02-02 00:04:46,15846,1232,0,0,17427,1581,254,0,21956,2767
2020,April,1,22,2,28,332,332,0,0,US,US-MS,2020-03-31 19:00:00,2025-02-02 00:04:46,3712,175,0,0,4785,1073,136,0,4785,311
2020,April,1,24,1,47,200,200,486,0,US,US-TN,2020-04-01 15:00:00,2025-02-02 00:04:46,0,0,0,0,2683,2683,444,137,32452,5092
2020,April,1,24,8,55,398,398,0,0,US,US-UM,2020-04-01 16:00:00,2025-02-02 00:04:46,18819,1444,0,0,20640,1821,236,0,22446,2057
2020,April,1,24,8,55,398,398,0,0,US,US-WI,2020-04-01 16:00:00,2025-02-02 00:04:46,18819,1444,0,0,20640,1821,236,0,22446,2057
2020,April,1,26,4,45,102,102,0,0,US,US-SC,2020-04-01 15:55:00,2025-02-02 00:04:46,5033,417,0,0,6326,1293,210,0,6326,627
2020,April,1,26,13,1,0,0,258,0,US,US-AL,2020-04-01 00:00:00,2025-02-02 00:04:46,6697,399,0,0,7774,1077,96,0,7774,495
2020,April,1,29,5,4,582,582,0,0,US,US-AZ,2020-04-01 00:00:00,2025-02-02 00:04:46,19645,1563,0,0,21058,1413,124,0,30273,2274
2020,April,1,30,7,40,219,219,174,98,US,US-OK,2020-04-01 08:00:00,2025-02-02 00:04:46,1248,19,0,0,1967,719,154,0,1967,173
2020,April,1,34,7,51,165,165,0,0,US,US-VA,2020-04-01 13:00:00,2025-02-02 00:04:46,0,0,0,0,1484,1484,234,0,23290,1897
2020,April,1,45,8,32,0,0,0,0,US,US-NV,2020-04-01 09:30:00,2025-02-02 00:04:46,11519,838,0,0,12798,1279,166,0,16075,1249
2020,April,1,52,9,24,522,522,0,0,US,US-MD,2020-04-01 10:00:00,2025-02-02 00:04:46,17233,2365,0,0,19218,1985,325,0,18203,2945
2020,April,1,58,17,48,0,0,196,0,US,US-TX,2020-03-31 21:00:00,2025-02-02 00:04:46,0,0,0,0,3996,3996,730,38,86329,8109
2020,April,1,65,10,39,679,679,0,0,US,US-OH,2020-04-01 14:00:00,2025-02-02 00:04:46,0,0,0,0,2547,2547,348,0,30153,2543
2020,April,1,65,16,18,0,0,0,0,US,US-IN,2020-04-01 00:59:00,2025-02-02 00:04:46,11810,596,0,0,14375,2565,406,0,26892,2552
2020,April,1,74,11,42,620,620,0,0,US,US-PA,2020-04-01 12:00:00,2025-02-02 00:04:46,42427,4782,0,0,48232,5805,962,0,49527,6034
2020,April,1,74,11,42,620,620,0,0,US,US-UM,2020-04-01 12:00:00,2025-02-02 00:04:46,42427,4782,0,0,48232,5805,962,0,49527,6034
2020,April,1,80,11,8,620,620,698,0,US,US-CO,2020-04-01 18:00:00,2025-02-02 00:04:46,15303,1420,0,0,18645,3342,376,0,20206,1692
2020,April,1,85,16,9,0,0,766,0,US,US-CT,2020-04-01 13:30:00,2025-02-02 00:04:46,0,0,0,0,3557,3557,429,0,25348,2230
2020,April,1,87,10,12,949,949,0,0,US,US-FL,2020-04-01 11:30:00,2025-02-02 00:04:46,59529,5244,0,1235,66045,6516,904,0,63259,8213
2020,April,1,139,28,13,952,952,0,0,US,US-GA,2020-04-01 11:28:00,2025-02-02 00:04:46,0,0,0,0,4638,4638,709,0,20338,428
2020,April,1,141,42,17,0,0,0,0,US,US-IL,2020-04-01 02:00:00,2025-02-02 00:04:46,0,0,0,0,6980,6980,986,0,40384,5159
2020,April,1,171,18,6,0,0,1855,774,US,US-CA,2020-03-31 00:00:00,2025-02-02 00:04:46,21772,0,0,0,29927,8155,673,0,29927,673
2020,April,1,187,34,25,682,682,0,0,US,US-MA,2020-03-31 12:30:00,2025-02-02 00:04:46,44000,3685,0,0,51738,7738,1118,0,69570,5576
2020,April,1,273,34,22,0,0,1498,0,US,US-LA,2020-04-01 13:00:00,2025-02-02 00:04:46,39352,5622,490,0,45776,6424,1187,0,45776,6809
2020,April,1,282,20,53,0,0,0,0,US,US-WA,2020-04-01 00:00:00,2025-02-02 00:04:46,0,0,0,0,6525,6525,568,0,93374,4962
2020,April,1,475,111,34,0,0,2000,0,US,US-NJ,2020-04-01 13:00:00,2025-02-02 00:04:46,30387,3310,0,0,52642,22255,3559,0,52642,6869
2020,April,1,676,125,26,0,0,0,0,US,US-MI,2020-04-01 16:00:00,2025-02-02 00:04:46,0,0,0,0,20246,20246,1592,0,43188,6133
2020,April,1,676,125,26,0,0,0,0,US,US-UM,2020-04-01 16:00:00,2025-02-02 00:04:46,0,0,0,0,20246,20246,1592,0,43188,6133
2020,April,1,1941,391,36,0,0,12226,3022,US,US-NY,2020-04-01 12:00:00,2025-02-02 00:04:46,0,0,0,0,83712,83712,7917,0,220934,15701
2020,May,1,0,0,60,0,0,0,0,US,US-AS,2020-05-01 00:00:00,2025-02-02 00:04:46,57,54,0,0,57,0,0,0,57,54
2020,May,1,2,0,69,0,0,0,0,US,US-MP,2020-05-01 06:27:00,2025-02-02 00:04:46,749,164,0,0,763,14,0,12,763,164
2020,May,1,4,0,78,0,0,0,0,US,US-VI,2020-04-30 20:37:00,2025-02-02 00:04:46,811,4,0,68,877,66,0,51,877,4
2020,May,1,5,0,66,0,0,0,0,US,US-GU,2020-05-01 08:15:00,2025-02-02 00:04:46,2859,897,0,0,3005,146,0,131,3005,897
2020,May,1,7,0,56,56,56,13,0,US,US-WY,2020-04-30 00:00:00,2025-02-02 00:04:46,9136,234,0,0,9702,566,7,373,12279,619
2020,May,1,9,0,2,39,39,25,0,US,US-AK,2020-05-01 14:00:00,2025-02-02 00:04:46,0,0,0,0,364,364,9,254,20325,1206
2020,May,1,16,0,15,70,70,0,0,US,US-HI,2020-04-30 00:00:00,2025-02-02 00:04:46,30476,449,0,0,31094,618,5,526,32373,736
2020,May,1,16,0,15,70,70,0,0,US,US-UM,2020-04-30 00:00:00,2025-02-02 00:04:46,30476,449,0,0,31094,618,5,526,32373,736
2020,May,1,16,0,30,61,61,5,0,US,US-MT,2020-04-30 00:00:00,2025-02-02 00:04:46,0,0,0,0,453,453,0,397,14203,289
2020,May,1,21,4,46,179,179,69,0,US,US-SD,2020-05-01 11:28:00,2025-02-02 00:04:46,14838,259,0,0,17363,2525,76,1686,18446,521
2020,May,1,23,4,38,86,86,27,0,US,US-ND,2020-05-01 13:00:00,2025-02-02 00:04:46,28418,2025,0,0,29525,1107,40,482,31092,2089
2020,May,1,46,0,49,403,403,0,0,US,US-UT,2020-05-01 15:00:00,2025-02-02 00:04:46,111939,3154,0,0,116767,4828,156,2062,123002,3763
2020,May,1,46,5,54,0,0,81,33,US,US-WV,2020-05-01 10:00:00,2025-02-02 00:04:46,0,0,18,0,1136,1136,18,555,45723,2066
2020,May,1,50,1,50,0,0,19,0,US,US-VT,2020-05-01 00:00:00,2025-02-02 00:04:46,13093,524,0,0,13972,879,13,0,17899,1048
2020,May,1,55,2,23,177,177,37,17,US,US-ME,2020-05-01 11:45:00,2025-02-02 00:04:46,0,0,9,0,1123,1123,28,657,26004,542
2020,May,1,63,3,16,178,178,28,0,US,US-ID,2020-04-30 19:00:00,2025-02-02 00:04:46,27210,348,0,0,29225,2015,31,1175,29070,377
2020,May,1,64,3,5,414,414,95,0,US,US-AR,2020-05-01 14:50:00,2025-02-02 00:04:46,46355,1231,23,0,49676,3321,66,1973,49676,1297
2020,May,1,70,2,31,0,0,0,0,US,US-NE,2020-04-30 19:45:00,2025-02-02 00:04:46,23104,1567,0,0,27385,4281,497,0,30799,2672
2020,May,1,81,9,33,270,270,103,0,US,US-NH,2020-05-01 09:00:00,2025-02-02 00:04:46,22039,2136,0,159,24349,2310,164,980,26262,1120
2020,May,1,92,0,72,0,0,200,0,US,US-PR,2020-05-01 06:00:00,2025-02-02 00:04:46,9313,0,0,0,10277,964,9,0,10277,9
2020,May,1,103,2,41,578,578,243,65,US,US-OR,2020-04-30 11:00:00,2025-02-02 00:04:46,53522,1496,28,0,56032,2510,64,0,70846,2793
2020,May,1,130,1,20,534,534,0,0,US,US-KS,2020-05-01 10:00:00,2025-02-02 00:04:46,28585,1197,0,0,33034,4449,211,0,33034,1408
2020,May,1,131,8,35,587,587,159,0,US,US-NM,2020-05-01 20:02:00,2025-02-02 00:04:46,0,0,0,0,3513,3513,102,785,71118,3249
2020,May,1,170,8,19,0,0,345,121,US,US-IA,2020-04-30 12:00:00,2025-02-02 00:04:46,37708,2186,91,0,45592,7884,739,2899,45592,2925
2020,May,1,204,5,47,1113,1113,529,0,US,US-TN,2020-05-01 15:00:00,2025-02-02 00:04:46,0,0,0,0,11891,11891,1156,5546,186132,8506
2020,May,1,222,12,10,0,0,281,0,US,US-DE,2020-05-01 13:15:00,2025-02-02 00:04:46,17667,581,0,0,22585,4918,184,1403,31575,743
2020,May,1,230,8,40,715,715,255,113,US,US-OK,2020-05-01 00:00:00,2025-02-02 00:04:46,59804,0,0,0,63552,3748,130,2467,63552,130
2020,May,1,231,7,11,0,0,0,0,US,US-DC,2020-04-30 00:00:00,2025-02-02 00:04:46,0,0,0,0,4658,4658,335,666,21135,1056
2020,May,1,240,5,21,1375,1375,330,178,US,US-KY,2020-04-30 17:00:00,2025-02-02 00:04:46,0,0,0,0,4708,4708,169,1675,56611,2510
2020,May,1,256,12,45,1110,1110,0,0,US,US-SC,2020-05-01 16:00:00,2025-02-02 00:04:46,53121,2704,0,0,59379,6258,163,3622,59379,2867
2020,May,1,277,8,32,0,0,0,0,US,US-NV,2020-05-01 10:00:00,2025-02-02 00:04:46,38368,1380,0,0,43595,5227,229,0,50472,1544
2020,May,1,279,10,1,1008,1008,495,0,US,US-AL,2020-05-01 00:00:00,2025-02-02 00:04:46,84775,4598,0,0,91933,7158,139,0,91933,4737
2020,May,1,279,13,44,937,937,352,76,US,US-RI,2020-05-01 03:00:00,2025-02-02 00:04:46,52328,2228,51,0,61661,9333,317,0,69551,3201
2020,May,1,281,20,28,1226,1226,651,160,US,US-MS,2020-04-30 00:00:00,2025-02-02 00:04:46,64336,4811,75,0,71548,7212,397,3413,71548,5208
2020,May,1,327,11,55,1544,1544,341,127,US,US-UM,2020-05-01 16:00:00,2025-02-02 00:04:46,72566,3172,0,218,81116,8550,498,3352,88707,3806
2020,May,1,327,11,55,1544,1544,341,127,US,US-WI,2020-05-01 16:00:00,2025-02-02 00:04:46,72566,3172,0,218,81116,8550,498,3352,88707,3806
2020,May,1,330,10,4,1986,1986,709,311,US,US-AZ,2020-05-01 00:00:00,2025-02-02 00:04:46,66917,2779,187,0,74879,7962,314,0,97494,4105
2020,May,1,337,8,29,0,0,883,0,US,US-MO,2020-05-01 15:00:00,2025-02-02 00:04:46,74590,1465,137,0,82425,7835,273,0,88989,4919
2020,May,1,371,28,27,1096,1096,369,118,US,US-MN,2020-04-30 17:00:00,2025-02-02 00:04:46,77214,3865,0,0,85950,8736,620,1911,85950,4485
2020,May,1,399,21,37,0,0,547,0,US,US-NC,2020-05-01 11:00:00,2025-02-02 00:04:46,0,0,0,0,10923,10923,414,0,145996,6598
2020,May,1,581,29,51,2322,2322,1431,366,US,US-VA,2020-04-30 17:00:00,2025-02-02 00:04:46,0,0,193,468,16901,16901,1055,0,118355,5440
2020,May,1,814,13,53,0,0,470,120,US,US-WA,2020-05-01 00:00:00,2025-02-02 00:04:46,0,0,0,0,15418,15418,328,0,225299,5695
2020,May,1,816,34,48,0,0,1778,711,US,US-TX,2020-05-01 13:00:00,2025-02-02 00:04:46,0,0,0,0,29229,29229,1142,14122,407048,20039
2020,May,1,820,43,8,2747,2747,931,0,US,US-CO,2020-04-30 00:00:00,2025-02-02 00:04:46,61181,4075,0,0,76949,15768,484,0,84507,3336
2020,May,1,1002,27,39,3634,3634,0,0,US,US-OH,2020-05-01 14:00:00,2025-02-02 00:04:46,0,0,0,0,18743,18743,716,0,143887,6003
2020,May,1,1154,34,13,5269,5269,1500,0,US,US-GA,2020-05-01 14:25:00,2025-02-02 00:04:46,0,0,0,0,27270,27270,1115,0,166062,4881
2020,May,1,1175,61,18,0,0,1431,514,US,US-IN,2020-04-30 23:59:00,2025-02-02 00:04:46,81009,3846,257,0,99639,18630,795,0,134209,6836
2020,May,1,1276,50,24,4718,4718,1668,568,US,US-MD,2020-05-01 10:00:00,2025-02-02 00:04:46,97511,4894,0,0,120983,23472,1730,1517,123603,5278
2020,May,1,1314,24,12,5795,5795,0,0,US,US-FL,2020-05-01 14:32:00,2025-02-02 00:04:46,367971,19256,0,0,401477,33506,977,0,396464,18225
2020,May,1,1970,65,22,0,0,1607,0,US,US-LA,2020-05-01 13:00:00,2025-02-02 00:04:46,139540,6232,230,0,168251,28711,710,17303,168251,6942
2020,May,1,2073,91,6,0,0,4706,1434,US,US-CA,2020-04-30 00:00:00,2025-02-02 00:04:46,0,0,0,0,50442,50442,1525,0,654985,29648
2020,May,1,2339,82,9,7758,7758,1592,0,US,US-CT,2020-05-01 12:00:00,2025-02-02 00:04:46,0,0,0,0,28764,28764,1064,4346,111297,3561
2020,May,1,2354,62,42,0,0,2683,0,US,US-PA,2020-05-01 15:30:00,2025-02-02 00:04:46,180477,4875,590,0,227448,46971,1208,0,243945,7027
2020,May,1,2354,62,42,0,0,2683,0,US,US-UM,2020-05-01 15:30:00,2025-02-02 00:04:46,180477,4875,590,0,227448,46971,1208,0,243945,7027
2020,May,1,2457,102,17,0,0,4900,1263,US,US-IL,2020-05-01 00:00:00,2025-02-02 00:04:46,0,0,777,0,56055,56055,3137,0,284688,14821
2020,May,1,3716,154,25,6169,6169,3716,947,US,US-MA,2020-05-01 12:00:00,2025-02-02 00:04:46,225325,11883,0,0,289636,64311,2106,0,371021,17290
2020,May,1,4520,86,26,0,0,2319,966,US,US-MI,2020-05-01 11:00:00,2025-02-02 00:04:46,0,0,760,0,48240,48240,735,8342,232528,10950
2020,May,1,4520,86,26,0,0,2319,966,US,US-UM,2020-05-01 11:00:00,2025-02-02 00:04:46,0,0,760,0,48240,48240,735,8342,232528,10950
2020,May,1,9000,336,34,0,0,5972,1724,US,US-NJ,2020-05-01 13:00:00,2025-02-02 00:04:46,135355,6089,1286,583,256545,121190,2538,0,256545,8627
2020,May,1,18610,289,36,0,0,10993,3640,US,US-NY,2020-05-01 00:00:00,2025-02-02 00:04:46,0,0,0,0,308314,308314,3942,0,927438,26802
2020,June,1,0,0,60,0,0,0,0,US,US-AS,2020-05-29 00:00:00,2025-02-02 00:04:46,174,0,0,0,174,0,0,0,174,0
2020,June,1,2,0,69,0,0,0,0,US,US-MP,2020-06-01 00:00:00,2025-02-02 00:04:46,6312,161,0,0,6334,22,0,16,6334,161
2020,June,1,5,0,66,0,0,0,0,US,US-GU,2020-06-01 06:35:00,2025-02-02 00:04:46,6141,212,0,0,6316,175,2,145,6316,214
2020,June,1,6,0,78,0,0,0,0,US,US-VI,2020-06-01 08:00:00,2025-02-02 00:04:46,1741,108,0,4,1811,70,1,62,1811,109
2020,June,1,10,0,2,50,50,10,0,US,US-AK,2020-06-01 00:00:00,2025-02-02 00:04:46,0,0,1,0,470,470,7,368,54190,2495
2020,June,1,17,0,15,83,83,0,0,US,US-HI,2020-05-31 18:00:00,2025-02-02 00:04:46,47835,-6134,0,0,48487,652,1,608,54104,725
2020,June,1,17,0,15,83,83,0,0,US,US-UM,2020-05-31 18:00:00,2025-02-02 00:04:46,47835,-6134,0,0,48487,652,1,608,54104,725
2020,June,1,17,0,30,67,67,2,0,US,US-MT,2020-06-01 00:00:00,2025-02-02 00:04:46,0,0,0,0,519,519,4,461,40657,859
2020,June,1,17,1,56,86,86,8,0,US,US-WY,2020-05-31 00:00:00,2025-02-02 00:04:46,24237,747,0,0,25147,910,7,667,28235,810
2020,June,1,55,0,50,0,0,16,0,US,US-VT,2020-06-01 00:00:00,2025-02-02 00:04:46,34032,1285,0,0,35017,985,4,880,40736,1455
2020,June,1,62,0,46,435,435,87,0,US,US-SD,2020-06-01 11:30:00,2025-02-02 00:04:46,40627,1492,0,0,45661,5034,41,3903,50298,1584
2020,June,1,64,0,38,169,169,35,0,US,US-ND,2020-06-01 13:00:00,2025-02-02 00:04:46,70676,1213,0,0,73297,2621,47,2078,94967,2308
2020,June,1,75,0,54,0,0,31,11,US,US-WV,2020-06-01 10:00:00,2025-02-02 00:04:46,0,0,4,0,2017,2017,7,1313,97075,778
2020,June,1,82,0,16,242,242,25,3,US,US-ID,2020-05-30 19:00:00,2025-02-02 00:04:46,43858,0,0,0,46697,2839,0,2248,46436,0
2020,June,1,89,0,23,284,284,52,17,US,US-ME,2020-05-31 23:59:00,2025-02-02 00:04:46,0,0,10,0,2349,2349,24,1586,53450,1225
2020,June,1,113,0,49,789,789,134,0,US,US-UT,2020-06-01 15:00:00,2025-02-02 00:04:46,209953,2774,0,0,219952,9999,202,6251,247517,3708
2020,June,1,133,0,5,711,711,115,0,US,US-AR,2020-06-01 00:00:00,2025-02-02 00:04:46,125793,3531,27,0,133236,7443,190,5401,133236,3721
2020,June,1,136,0,72,0,0,99,9,US,US-PR,2020-06-01 02:51:00,2025-02-02 00:04:46,60422,0,4,0,61726,1304,0,0,61726,0
2020,June,1,153,0,41,786,786,117,33,US,US-OR,2020-05-31 03:01:00,2025-02-02 00:04:46,124958,2348,17,0,129201,4243,58,2152,185200,3694
2020,June,1,170,0,31,0,0,0,0,US,US-NE,2020-05-31 19:45:00,2025-02-02 00:04:46,89564,2327,0,0,103665,14101,196,0,122396,2250
2020,June,1,217,9,20,842,842,0,0,US,US-KS,2020-06-01 10:00:00,2025-02-02 00:04:46,85230,0,0,0,95241,10011,292,0,95241,292
2020,June,1,245,0,33,456,456,98,0,US,US-NH,2020-06-01 09:00:00,2025-02-02 00:04:46,69659,1854,0,2183,74344,4685,34,2954,82744,1506
2020,June,1,334,0,40,986,986,154,65,US,US-OK,2020-06-01 00:00:00,2025-02-02 00:04:46,186700,0,0,0,193273,6573,67,5511,193273,67
2020,June,1,362,6,35,1317,1317,191,0,US,US-NM,2020-06-01 18:00:00,2025-02-02 00:04:46,0,0,0,0,7800,7800,111,2888,203115,3511
2020,June,1,367,3,47,1767,1767,504,0,US,US-TN,2020-06-01 15:00:00,2025-02-02 00:04:46,0,0,0,0,23554,23554,548,15564,448493,12516
2020,June,1,439,8,21,2274,2274,457,90,US,US-KY,2020-06-01 17:00:00,2025-02-02 00:04:46,0,0,0,0,10046,10046,342,3232,215853,2267
2020,June,1,445,1,32,0,0,361,87,US,US-NV,2020-06-01 11:00:00,2025-02-02 00:04:46,138095,4128,40,0,146783,8688,95,0,188247,999
